City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1385,saint george,bm,62.38,scattered clouds,32.3817,-64.6781,The St George's Club & Resort
1386,carnarvon,au,71.67,scattered clouds,-24.8667,113.6333,Hospitality Carnarvon
1388,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1389,nome,us,24.12,broken clouds,64.5011,-165.4064,Dredge 7 Inn
1390,mayo,ca,42.8,broken clouds,63.5927,-135.8998,Gold and Galena Bed and Breakfast
1391,kapaa,us,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1392,mount gambier,au,61.11,scattered clouds,-37.8333,140.7667,The Commodore
1393,sitka,us,44.49,overcast clouds,57.0531,-135.33,Westmark Sitka
1394,hobart,au,59.25,broken clouds,-42.8794,147.3294,St Ives Hobart Accommodation Tasmania
1396,busselton,au,66.16,broken clouds,-33.65,115.3333,Observatory Guest House
1397,bengkulu,id,75.18,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
1398,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1400,jalu,ly,62.58,few clouds,29.0331,21.5482,صاحبة الفخامة
1401,hobart,au,59.25,broken clouds,-42.8794,147.3294,St Ives Hobart Accommodation Tasmania
1402,lebu,cl,53.74,clear sky,-37.6167,-73.65,Hostal Las Lilas
1403,dunedin,nz,64.8,clear sky,-45.8742,170.5036,Scenic Hotel Southern Cross
1404,georgetown,sh,79.47,overcast clouds,-7.9333,-14.4167,Scout's Beach Hut Campsite
1405,punta arenas,cl,44.71,broken clouds,-53.15,-70.9167,Hotel Hain
1406,ponta do sol,cv,69.58,broken clouds,17.1994,-25.0919,Residencial Ponta do Sol - Sintanton Trekking i
1407,east london,za,74.26,broken clouds,-33.0153,27.9116,Tu Casa
1408,esperance,au,62.44,overcast clouds,-33.8667,121.9,Hospitality Esperance
1409,arraial do cabo,br,75.16,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1411,mandera,ke,86.88,clear sky,3.9366,41.867,Hiren Hotel Mandera
1412,saint-leu,re,76.06,light rain,-21.15,55.2833,La Caz Oceane
1413,kaitangata,nz,63.55,clear sky,-46.2817,169.8464,Kaitangata Motor Camp
1414,narsaq,gl,28.04,broken clouds,60.9167,-46.05,Sleep In Narsaq
1415,lubbock,us,80.85,dust,33.6001,-101.8338,La Quinta Inn by Wyndham Lubbock - Downtown Civic Center
1416,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1417,ferkessedougou,ci,87.22,broken clouds,9.6,-5.2,Hotel Chateau
1418,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1419,upernavik,gl,10.2,broken clouds,72.7868,-56.1549,Café de Upernavik
1421,paralimni,cy,56.14,few clouds,35.0375,33.9833,Amore Hotel Apartments
1422,guerrero negro,mx,65.79,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
1423,jamestown,sh,70.95,overcast clouds,-15.9387,-5.7168,Consulate
1424,mar del plata,ar,58.87,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
1425,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1427,nador,ma,59.25,clear sky,35.174,-2.9287,Hôtel La Giralda
1428,margate,za,73.29,clear sky,-30.8636,30.3705,Swallows Nest B&B
1429,pisco,pe,68.05,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
1430,changji,cn,41.79,sand,44.0167,87.3167,Lvye Holiday Resort
1431,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1432,osoyoos,ca,64.81,overcast clouds,49.0331,-119.4524,Watermark Beach Resort
1433,bluff,nz,60.37,clear sky,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1434,richards bay,za,72.32,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
1435,fare,pf,82.38,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
1436,alindao,cf,76.48,overcast clouds,5.0267,21.2088,OCHA Alindao
1437,noyabrsk,ru,29.64,overcast clouds,63.1994,75.4507,Hotel Uyutnaya
1438,leh,in,20.1,clear sky,34.1667,77.5833,Hotel Ladakh Greens
1439,ribeira grande,pt,61.95,overcast clouds,38.5167,-28.7,Quinta da Meia Eira
1440,tomigusuku,jp,71.37,light rain,26.185,127.675,Hotel Gran View Okinawa
1441,copiapo,cl,56.89,clear sky,-27.3667,-70.3333,Antay Casino Hotel
1442,atuona,pf,79.45,overcast clouds,-9.8,-139.0333,Villa Enata
1443,nurota,uz,33.98,clear sky,40.5614,65.6886,Guest House Ruslan Nurata & Tours
1444,souillac,mu,75.58,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1445,ribeira grande,pt,61.95,overcast clouds,38.5167,-28.7,Quinta da Meia Eira
1446,vaini,to,82.56,few clouds,-21.2,-175.2,Keleti Beach Resort
1447,zhigansk,ru,0.7,overcast clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
1448,sur,om,77.76,clear sky,22.5667,59.5289,Sur Plaza Hotel
1449,san rafael,ar,60.89,clear sky,-34.6177,-68.3301,Hotel San Rafael
1450,palampur,in,60.67,clear sky,32.1167,76.5333,FLB Resorts Jerry's Jungle Huts
1451,busselton,au,66.16,broken clouds,-33.65,115.3333,Observatory Guest House
1452,saint george,bm,62.38,scattered clouds,32.3817,-64.6781,The St George's Club & Resort
1453,daru,pg,80.47,overcast clouds,-9.0763,143.2092,Daru Lodge
1454,veraval,in,77.16,clear sky,20.9,70.3667,Lords Inn Somnath
1455,phalaborwa,za,69.08,clear sky,-23.943,31.1411,Bothabelo Bed and Breakfast
1456,haines junction,ca,40.95,overcast clouds,60.7522,-137.5108,Parkside Inn
1457,meulaboh,id,76.53,broken clouds,4.1363,96.1285,Kost Pria
1458,milkovo,ru,24.26,few clouds,54.7167,158.6167,"Hotel ""Geologist"""
1459,hobart,au,59.25,broken clouds,-42.8794,147.3294,St Ives Hobart Accommodation Tasmania
1460,talnakh,ru,27.21,light snow,69.4865,88.3972,Talnakh Hotel
1461,ponta do sol,cv,69.58,broken clouds,17.1994,-25.0919,Residencial Ponta do Sol - Sintanton Trekking i
1462,cape town,za,63.01,scattered clouds,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
1463,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1464,henties bay,na,63.0,clear sky,-22.116,14.2845,Fishermans Guest House
1465,atuona,pf,79.45,overcast clouds,-9.8,-139.0333,Villa Enata
1468,kurumkan,ru,-0.15,scattered clouds,54.3,110.3,Ilikchin
1469,butaritari,ki,81.07,overcast clouds,3.0707,172.7902,Isles Sunset Lodge
1470,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1471,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1472,cobourg,ca,32.92,clear sky,43.9598,-78.1652,Comfort Inn
1473,bata,gq,79.48,overcast clouds,1.8639,9.7658,Hotel Elik Melen
1474,thompson,ca,28.56,broken clouds,55.7435,-97.8558,Burntwood Hotel
1475,victoria,sc,79.86,light rain,-4.6167,55.45,Coral Strand Smart Choice Hotel
1477,shubarkuduk,kz,33.98,broken clouds,49.1447,56.4872,Sirius
1478,sitka,us,44.49,overcast clouds,57.0531,-135.33,Westmark Sitka
1479,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1480,nikolskoye,ru,21.7,few clouds,59.7035,30.7861,Tourist House - Sablino
1481,west plains,us,72.43,broken clouds,36.7281,-91.8524,West Plains Motel
1482,deputatskiy,ru,-11.76,overcast clouds,69.3,139.9,Baza Otdykha
1483,severo-kurilsk,ru,30.06,scattered clouds,50.6789,156.125,Kak Doma
1484,lompoc,us,69.12,broken clouds,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
1485,qaanaaq,gl,11.73,overcast clouds,77.484,-69.3632,Qaanaaq Hotel
1486,mogadishu,so,80.37,few clouds,2.0371,45.3438,Hotel Juba
1487,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1488,diffa,ne,73.22,few clouds,13.3154,12.6113,ProDAF/Diffa
1489,lebu,cl,53.74,clear sky,-37.6167,-73.65,Hostal Las Lilas
1490,bom jesus,br,77.23,overcast clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
1491,rio gallegos,ar,46.45,broken clouds,-51.6226,-69.2181,Hotel Santa Cruz
1492,busselton,au,66.16,broken clouds,-33.65,115.3333,Observatory Guest House
1493,vaini,to,82.56,few clouds,-21.2,-175.2,Keleti Beach Resort
1494,busselton,au,66.16,broken clouds,-33.65,115.3333,Observatory Guest House
1495,jamestown,sh,70.95,overcast clouds,-15.9387,-5.7168,Consulate
1496,charyshskoye,ru,30.45,overcast clouds,51.3978,83.5598,Gostinitsa Charysh
1497,richards bay,za,72.32,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
1498,qaanaaq,gl,11.73,overcast clouds,77.484,-69.3632,Qaanaaq Hotel
1500,bredasdorp,za,61.25,broken clouds,-34.5322,20.0403,Bredasdorp Country Manor
1501,guerrero negro,mx,65.79,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
1502,cherskiy,ru,3.96,overcast clouds,68.75,161.3,Gostinitsa
1503,yellowknife,ca,19.42,light snow,62.456,-114.3525,The Explorer Hotel
1504,tuktoyaktuk,ca,-13.0,clear sky,69.4541,-133.0374,End of The Road Ltd.
1505,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1506,pringsewu,id,72.7,overcast clouds,-5.3582,104.9744,Urban Style by Front One
1508,tortoli,it,55.22,moderate rain,39.9256,9.6572,Hotel La Bitta
1509,mar del plata,ar,58.87,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
1510,hilo,us,80.26,overcast clouds,19.7297,-155.09,Hilo Hawaiian Hotel
1511,udachnyy,ru,-12.24,overcast clouds,66.4167,112.4,Severnoye Siyaniye
1512,severo-kurilsk,ru,30.06,scattered clouds,50.6789,156.125,Kak Doma
1513,warri,ng,79.14,broken clouds,5.5167,5.75,BON Hotel Delta
1514,atuona,pf,79.45,overcast clouds,-9.8,-139.0333,Villa Enata
1515,kaitangata,nz,63.55,clear sky,-46.2817,169.8464,Kaitangata Motor Camp
1516,bubaque,gw,76.35,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
1517,salumbar,in,78.93,clear sky,24.1333,74.05,chatra chaya guest house
1518,aswan,eg,72.63,clear sky,24.0934,32.907,Nuba Nile
1519,tromso,no,26.62,broken clouds,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
1520,port elizabeth,za,66.31,few clouds,-33.918,25.5701,39 On Nile Guest House
1521,chapais,ca,19.18,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
1522,pachino,it,54.93,overcast clouds,36.7186,15.0907,Il Veliero
1523,thompson,ca,28.56,broken clouds,55.7435,-97.8558,Burntwood Hotel
1524,bagdarin,ru,0.77,clear sky,54.4333,113.6,Gostevoy Dom Terem
1525,te anau,nz,64.11,few clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
1526,poltsamaa,ee,19.72,scattered clouds,58.6525,25.9706,Carl Schmidti majja
1527,port-cartier,ca,32.22,overcast clouds,50.0334,-66.8654,Le Q'Artier
1528,butaritari,ki,81.07,overcast clouds,3.0707,172.7902,Isles Sunset Lodge
1529,makakilo city,us,80.35,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
1530,vaini,to,82.56,few clouds,-21.2,-175.2,Keleti Beach Resort
1531,shenjiamen,cn,56.86,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
1532,mar del plata,ar,58.87,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
1533,wloszczowa,pl,42.19,overcast clouds,50.8526,19.9659,Hotel Mariage
1534,salalah,om,78.37,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
1535,vestmannaeyjar,is,37.6,broken clouds,63.4427,-20.2734,Glamping & Camping
1536,tasiilaq,gl,26.76,overcast clouds,65.6145,-37.6368,The Red House
1537,chilca,pe,69.57,moderate rain,-12.5211,-76.7372,Playa Punta Yaya - Las Salinas
1538,rio gallegos,ar,46.45,broken clouds,-51.6226,-69.2181,Hotel Santa Cruz
1539,khandyga,ru,5.74,overcast clouds,62.6667,135.6,Apel'sin
1540,nikolskoye,ru,21.7,few clouds,59.7035,30.7861,Tourist House - Sablino
1541,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1542,lompoc,us,69.12,broken clouds,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
1543,sendai,jp,43.99,few clouds,38.2689,140.8719,Hotel Monterey Sendai
1545,kapaa,us,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1546,punta arenas,cl,44.71,broken clouds,-53.15,-70.9167,Hotel Hain
1547,punta arenas,cl,44.71,broken clouds,-53.15,-70.9167,Hotel Hain
1548,bluff,nz,60.37,clear sky,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1549,hefei,cn,53.62,mist,31.8639,117.2808,Jinhuan Hotel
1550,qaanaaq,gl,11.73,overcast clouds,77.484,-69.3632,Qaanaaq Hotel
1551,arraial do cabo,br,75.16,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1552,bombay,in,82.38,haze,19.0144,72.8479,Hotel Avon Ruby-Dadar
1554,hermanus,za,66.79,clear sky,-34.4187,19.2345,Misty Waves Boutique Hotel
1555,mar del plata,ar,58.87,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
1556,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1557,jamestown,sh,70.95,overcast clouds,-15.9387,-5.7168,Consulate
1558,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1559,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1560,ponta do sol,cv,69.58,broken clouds,17.1994,-25.0919,Residencial Ponta do Sol - Sintanton Trekking i
1562,richards bay,za,72.32,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
1563,shingu,jp,58.82,broken clouds,33.7333,135.9833,Shingu UI Hotel
1564,fortuna,us,52.93,broken clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
1565,hobart,au,59.25,broken clouds,-42.8794,147.3294,St Ives Hobart Accommodation Tasmania
1566,hasaki,jp,52.29,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
1567,puerto ayora,ec,79.56,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1568,muzhi,ru,0.81,overcast clouds,65.3667,64.6667,Gostinitsa
1569,butaritari,ki,81.07,overcast clouds,3.0707,172.7902,Isles Sunset Lodge
1570,belmonte,br,77.41,few clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
1571,bethel,us,35.69,clear sky,41.3712,-73.414,Courtyard by Marriott Danbury
1572,dalton,us,73.08,clear sky,34.7698,-84.9702,Hampton Inn Dalton
1573,port-gentil,ga,80.11,overcast clouds,-0.7193,8.7815,Fengshui Residence
1574,oskemen,kz,33.76,overcast clouds,49.9565,82.6119,Dedeman Oskemen Tavros Hotel
1576,busselton,au,66.16,broken clouds,-33.65,115.3333,Observatory Guest House
1577,cabo san lucas,mx,79.61,scattered clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
1578,mahebourg,mu,75.49,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
1579,nabire,id,77.13,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
1580,bambous virieux,mu,76.21,scattered clouds,-20.3428,57.7575,Casa Tia Villa
1581,puerto narino,co,72.01,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
1582,omemee,ca,30.69,clear sky,44.299,-78.5599,Beaver Narrows | A Parkbridge Cottage & RV Resort
1583,udachnyy,ru,-12.24,overcast clouds,66.4167,112.4,Severnoye Siyaniye
1584,olafsvik,is,37.06,broken clouds,64.8945,-23.7142,Hotel Olafsvik
1585,kruisfontein,za,61.88,overcast clouds,-34.0033,24.7314,Oyster Bay House Rental
1586,mehran,ir,61.47,few clouds,33.1222,46.1646,بوتیک زنانه بهار
1587,puerto escondido,mx,85.03,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
1588,bouna,ci,85.26,scattered clouds,9.2667,-3.0,Hôtel lababa
1589,sangamner,in,78.48,clear sky,19.5667,74.2167,Hotel Panchavati Sangamner
1590,colesberg,za,66.13,overcast clouds,-30.72,25.0972,Bhelekazi Guesthouse
1591,telemaco borba,br,67.21,scattered clouds,-24.3239,-50.6156,Vespasiano Hotel Telêmaco Borba
1592,mayo,ca,42.8,broken clouds,63.5927,-135.8998,Gold and Galena Bed and Breakfast
1593,coihaique,cl,45.21,few clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
1594,san andres,co,84.22,few clouds,12.5847,-81.7006,Hotel Arena Blanca
1595,fortuna,us,52.93,broken clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
1596,liverpool,ca,31.78,overcast clouds,44.0335,-64.7155,Lane's Privateer Inn & Restaurant
1597,shanghai,cn,59.94,clear sky,31.2222,121.4581,Swissotel Grand Shanghai
1598,mar del plata,ar,58.87,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
1599,coquimbo,cl,62.33,clear sky,-29.9533,-71.3436,Hotel San Juan
1600,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1601,arraial do cabo,br,75.16,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1602,riyadh,sa,57.34,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
1603,hambantota,lk,78.82,clear sky,6.1241,81.1185,Bungalow 63
1604,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1605,vaini,to,82.56,few clouds,-21.2,-175.2,Keleti Beach Resort
1606,vaini,to,82.56,few clouds,-21.2,-175.2,Keleti Beach Resort
1607,saldanha,za,59.05,few clouds,-33.0117,17.9442,Blue Bay Lodge
1608,umm lajj,sa,73.94,clear sky,25.0213,37.2685,Moon light Furnished Units
1609,castro,cl,51.28,scattered clouds,-42.4721,-73.7732,Hotel Esmeralda
1610,kodiak,us,38.71,light rain,57.79,-152.4072,Best Western Kodiak Inn And Convention Center
1613,chuy,uy,73.22,few clouds,-33.6971,-53.4616,Nuevo Hotel Plaza
1614,esperance,au,62.44,overcast clouds,-33.8667,121.9,Hospitality Esperance
1615,shahr-e babak,ir,48.67,clear sky,30.1165,55.1186,Duna Ecolodge
1616,jamestown,sh,70.95,overcast clouds,-15.9387,-5.7168,Consulate
1617,vrangel,ru,37.09,light rain,42.7297,133.0839,"Отель ""БАЛИ"""
1618,limoeiro do ajuru,br,73.98,overcast clouds,-1.8953,-49.3806,Hotel Dalva
1619,bluff,nz,60.37,clear sky,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1620,svetlogorsk,ru,33.51,overcast clouds,54.9399,20.1548,Lumier hotel & spa
1621,cape town,za,63.01,scattered clouds,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
1622,te anau,nz,64.11,few clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
1623,nyurba,ru,1.65,overcast clouds,63.2842,118.3319,"Гостиница ""Comfort"""
1624,castro,cl,51.28,scattered clouds,-42.4721,-73.7732,Hotel Esmeralda
1625,castro,cl,51.28,scattered clouds,-42.4721,-73.7732,Hotel Esmeralda
1626,saint george,bm,62.38,scattered clouds,32.3817,-64.6781,The St George's Club & Resort
1627,kapaa,us,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1628,dingle,ie,47.73,scattered clouds,52.1408,-10.2689,Dingle Benners Hotel
1629,thompson,ca,28.56,broken clouds,55.7435,-97.8558,Burntwood Hotel
1630,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1631,ishigaki,jp,73.53,light intensity shower rain,24.3448,124.1572,Hotel Peace Land Ishigakijima
1632,trelew,ar,50.49,broken clouds,-43.249,-65.3051,Hotel Touring Club
1633,hermanus,za,66.79,clear sky,-34.4187,19.2345,Misty Waves Boutique Hotel
1634,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1635,guerrero negro,mx,65.79,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
1636,saint-pierre,pm,31.1,snow,46.7654,-56.1695,Pension B&B Dodeman
1637,tomari,ru,33.82,overcast clouds,47.7658,142.0683,Vostochnaya
1638,vila franca do campo,pt,59.41,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
1639,tomatlan,mx,87.19,clear sky,19.9333,-105.25,El Salvial
1640,dongsheng,cn,36.46,clear sky,39.8161,109.9776,Crowne Plaza Ordos
1641,kavieng,pg,83.84,scattered clouds,-2.5744,150.7967,Nusa Island Retreat
1642,nagato,jp,56.19,overcast clouds,34.3833,131.2,いそう庵
1643,hofn,is,29.68,scattered clouds,64.2539,-15.2082,Hótel Höfn
1644,avarua,ck,84.25,scattered clouds,-21.2078,-159.775,Paradise Inn
1645,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1646,houma,us,77.0,broken clouds,29.5958,-90.7195,Courtyard by Marriott Houma
1647,albany,au,64.83,overcast clouds,-35.0169,117.8917,Dog Rock Motel
1648,atuona,pf,79.45,overcast clouds,-9.8,-139.0333,Villa Enata
1649,busselton,au,66.16,broken clouds,-33.65,115.3333,Observatory Guest House
1650,ilulissat,gl,18.88,broken clouds,69.2167,-51.1,Hotel Arctic
1651,avarua,ck,84.25,scattered clouds,-21.2078,-159.775,Paradise Inn
1652,bambous virieux,mu,76.21,scattered clouds,-20.3428,57.7575,Casa Tia Villa
1653,bontang,id,76.3,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
1654,lebu,cl,53.74,clear sky,-37.6167,-73.65,Hostal Las Lilas
1655,ahipara,nz,74.14,clear sky,-35.1667,173.1667,Ahipara Holiday Park
1656,butaritari,ki,81.07,overcast clouds,3.0707,172.7902,Isles Sunset Lodge
1657,fairbanks,us,37.36,light snow,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
1658,barrow,us,-9.38,clear sky,71.2906,-156.7887,King Eider Inn
1659,saint-philippe,re,76.59,moderate rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1661,comodoro rivadavia,ar,51.66,clear sky,-45.8667,-67.5,Austral Hotel
1662,tatarsk,ru,26.62,snow,55.219,75.9828,Gostinitsa Neptun Tatarsk
1663,new norfolk,au,58.91,broken clouds,-42.7826,147.0587,The Shingles Riverside Cottages
1664,porto novo,cv,69.8,scattered clouds,17.0197,-25.0647,Residencial Nova Cidade
1665,carutapera,br,75.33,overcast clouds,-1.195,-46.02,Lidera
1666,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1667,dengfeng,cn,56.52,overcast clouds,34.4553,113.0281,Songshan Dihao Hotel
1668,palmer,us,35.15,few clouds,42.1584,-72.3287,Wedgewood Motel
1669,vao,nc,78.46,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
1670,coahuayana,mx,85.39,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
1671,narsaq,gl,28.04,broken clouds,60.9167,-46.05,Sleep In Narsaq
1672,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1673,deseronto,ca,33.73,overcast clouds,44.2001,-77.0494,Mohawk Bay Trailer Park
1675,vardo,no,29.55,light snow,70.3705,31.1107,Vardø Hotel AS
1676,jiexiu,cn,50.61,clear sky,37.0244,111.9125,IU Hotel Jinzhong Yuhua Road
1677,fairbanks,us,37.36,light snow,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
1678,santa maria,cv,70.39,broken clouds,16.6,-22.9,Porta do Vento
1679,petropavlovsk-kamchatskiy,ru,32.59,clear sky,53.0452,158.6483,The Hotel Petropavlovsky
1680,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1681,nhulunbuy,au,81.21,broken clouds,-12.2333,136.7667,East Arnhem Real Estate
1682,kelcyre,al,50.38,broken clouds,40.3131,20.1894,The River Hotel
1683,clyde river,ca,-0.17,few clouds,70.4692,-68.5914,Qamaq Hotel
1684,vaini,to,82.56,few clouds,-21.2,-175.2,Keleti Beach Resort
1685,punta arenas,cl,44.71,broken clouds,-53.15,-70.9167,Hotel Hain
1686,tasiilaq,gl,26.76,overcast clouds,65.6145,-37.6368,The Red House
1687,oranjemund,na,64.56,overcast clouds,-28.55,16.4333,The Fisherman's Cove
1689,vaini,to,82.56,few clouds,-21.2,-175.2,Keleti Beach Resort
1690,mount isa,au,83.97,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
1691,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1692,shingu,jp,58.82,broken clouds,33.7333,135.9833,Shingu UI Hotel
1693,shirhatti,in,74.21,clear sky,15.2333,75.5833,Sri Renuka Coldrinks
1694,port elizabeth,za,66.31,few clouds,-33.918,25.5701,39 On Nile Guest House
1695,skelleftea,se,25.16,overcast clouds,64.7507,20.9528,Quality Hotel Skellefteå Stadshotell
1696,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1698,virginia beach,us,47.03,broken clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
1699,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1700,victoria,sc,79.86,light rain,-4.6167,55.45,Coral Strand Smart Choice Hotel
1701,port hedland,au,82.45,few clouds,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
1702,dudinka,ru,27.63,light snow,69.4058,86.1778,Hotel Viktoria
1703,rawson,ar,50.9,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
1704,mar del plata,ar,58.87,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
1705,karratha,au,82.49,broken clouds,-20.7377,116.8463,ibis Styles Karratha
1706,labuhan,id,77.85,overcast clouds,-6.8844,112.2051,DoubleFAG
1707,barrow,us,-9.38,clear sky,71.2906,-156.7887,King Eider Inn
1708,new norfolk,au,58.91,broken clouds,-42.7826,147.0587,The Shingles Riverside Cottages
1709,khatanga,ru,-22.02,broken clouds,71.9667,102.5,"""Khatanga"""
1710,punta arenas,cl,44.71,broken clouds,-53.15,-70.9167,Hotel Hain
1711,kapaa,us,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1712,dobrinka,ru,34.43,overcast clouds,52.1653,40.4731,Ковчег
1713,zhigansk,ru,0.7,overcast clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
1714,busselton,au,66.16,broken clouds,-33.65,115.3333,Observatory Guest House
1715,east london,za,74.26,broken clouds,-33.0153,27.9116,Tu Casa
1716,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1717,kapaa,us,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1718,rawson,ar,50.9,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
1719,albany,au,64.83,overcast clouds,-35.0169,117.8917,Dog Rock Motel
1720,coahuayana,mx,85.39,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
1721,bluff,nz,60.37,clear sky,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1722,carnarvon,au,71.67,scattered clouds,-24.8667,113.6333,Hospitality Carnarvon
