City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1044,si sa ket,th,80.22,few clouds,14.8333,104.3333,ร้านค้า อัญชัน
1045,busselton,au,66.16,broken clouds,-33.65,115.3333,Observatory Guest House
1046,phuket,th,87.1,few clouds,8.0,98.25,The Surin
1047,new norfolk,au,58.91,broken clouds,-42.7826,147.0587,The Shingles Riverside Cottages
1048,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1049,puerto ayora,ec,79.56,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1050,katsuura,jp,55.42,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
1051,torbay,ca,33.76,light snow,47.6666,-52.7314,Gallows Cove
1052,tuatapere,nz,66.36,clear sky,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
1053,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1054,upernavik,gl,10.2,broken clouds,72.7868,-56.1549,Café de Upernavik
1055,butaritari,ki,81.07,overcast clouds,3.0707,172.7902,Isles Sunset Lodge
1056,tual,id,82.45,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
1057,buala,sb,83.39,light rain,-8.145,159.5921,Maringe Lagoon Lodge
1058,eureka,us,57.67,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
1059,lebu,cl,53.74,clear sky,-37.6167,-73.65,Hostal Las Lilas
1060,new norfolk,au,58.91,broken clouds,-42.7826,147.0587,The Shingles Riverside Cottages
1061,tuktoyaktuk,ca,-13.0,clear sky,69.4541,-133.0374,End of The Road Ltd.
1062,lebu,cl,53.74,clear sky,-37.6167,-73.65,Hostal Las Lilas
1064,constitucion,mx,82.06,broken clouds,23.9912,-104.6749,Hotel Posada San Agustin
1065,vaini,to,82.56,few clouds,-21.2,-175.2,Keleti Beach Resort
1066,hithadhoo,mv,81.52,clear sky,-0.6,73.0833,Scoop Guest House
1067,hobart,au,59.25,broken clouds,-42.8794,147.3294,St Ives Hobart Accommodation Tasmania
1068,ribeira grande,pt,61.95,overcast clouds,38.5167,-28.7,Quinta da Meia Eira
1069,jamestown,sh,70.95,overcast clouds,-15.9387,-5.7168,Consulate
1070,cape town,za,63.01,scattered clouds,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
1071,hilo,us,80.26,overcast clouds,19.7297,-155.09,Hilo Hawaiian Hotel
1072,risor,no,29.28,overcast clouds,58.7206,9.2342,Risør Hotel
1073,pevek,ru,-9.56,overcast clouds,69.7008,170.3133,Severnoye Zoloto
1074,umm lajj,sa,73.94,clear sky,25.0213,37.2685,Moon light Furnished Units
1075,halifax,ca,33.8,broken clouds,44.6453,-63.5724,Hotel Halifax
1076,jamestown,sh,70.95,overcast clouds,-15.9387,-5.7168,Consulate
1077,la asuncion,ve,80.33,broken clouds,11.0333,-63.8628,Colinas de Matasiete
1078,tasiilaq,gl,26.76,overcast clouds,65.6145,-37.6368,The Red House
1079,lebu,cl,53.74,clear sky,-37.6167,-73.65,Hostal Las Lilas
1080,vaini,to,82.56,few clouds,-21.2,-175.2,Keleti Beach Resort
1081,antalaha,mg,73.54,clear sky,-14.9003,50.2788,Hotel Vitasoa
1082,hobart,au,59.25,broken clouds,-42.8794,147.3294,St Ives Hobart Accommodation Tasmania
1083,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1084,saint-philippe,re,76.59,moderate rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1085,yellowknife,ca,19.42,light snow,62.456,-114.3525,The Explorer Hotel
1086,ilhabela,br,74.97,scattered clouds,-23.7781,-45.3581,Ilha Flat Hotel
1087,ilulissat,gl,18.88,broken clouds,69.2167,-51.1,Hotel Arctic
1088,klaksvik,fo,31.12,overcast clouds,62.2266,-6.589,Airbnb rooms
1089,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1090,albany,au,64.83,overcast clouds,-35.0169,117.8917,Dog Rock Motel
1091,namibe,ao,69.24,broken clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
1092,punta arenas,cl,44.71,broken clouds,-53.15,-70.9167,Hotel Hain
1093,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1094,sao filipe,cv,71.91,broken clouds,14.8961,-24.4956,Hotel Xaguate
1095,hilo,us,80.26,overcast clouds,19.7297,-155.09,Hilo Hawaiian Hotel
1096,tuktoyaktuk,ca,-13.0,clear sky,69.4541,-133.0374,End of The Road Ltd.
1097,kavieng,pg,83.84,scattered clouds,-2.5744,150.7967,Nusa Island Retreat
1098,prado,br,76.87,scattered clouds,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
1100,bairiki,ki,86.0,broken clouds,1.3292,172.9752,Tarawa Boutique Hotel
1101,presidencia roque saenz pena,ar,90.19,scattered clouds,-26.7852,-60.4388,Hotel Gualok
1102,fort nelson,ca,45.99,scattered clouds,58.8053,-122.7002,The Fort Nelson Hotel
1103,vaini,to,82.56,few clouds,-21.2,-175.2,Keleti Beach Resort
1104,palmer,us,35.15,few clouds,42.1584,-72.3287,Wedgewood Motel
1105,yar-sale,ru,29.16,overcast clouds,66.8333,70.8333,Yalemd
1106,mar del plata,ar,58.87,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
1107,hilo,us,80.26,overcast clouds,19.7297,-155.09,Hilo Hawaiian Hotel
1109,yulara,au,78.64,overcast clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
1110,hermanus,za,66.79,clear sky,-34.4187,19.2345,Misty Waves Boutique Hotel
1111,southbridge,nz,65.32,scattered clouds,-43.8167,172.25,Southbridge Hotel
1112,bluff,nz,60.37,clear sky,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1115,kulhudhuffushi,mv,82.27,clear sky,6.6221,73.07,Haajy Guest House 1
1116,tuktoyaktuk,ca,-13.0,clear sky,69.4541,-133.0374,End of The Road Ltd.
1117,santa maria,cv,70.39,broken clouds,16.6,-22.9,Porta do Vento
1118,atikokan,ca,33.04,overcast clouds,48.7555,-91.6216,Quetico Inn (formerly Radisson)
1119,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1120,albany,au,64.83,overcast clouds,-35.0169,117.8917,Dog Rock Motel
1121,college,us,37.35,light snow,64.8569,-147.8028,Pike's Waterfront Lodge
1122,hilo,us,80.26,overcast clouds,19.7297,-155.09,Hilo Hawaiian Hotel
1123,yellowknife,ca,19.42,light snow,62.456,-114.3525,The Explorer Hotel
1124,bubaque,gw,76.35,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
1125,gambela,et,84.76,broken clouds,8.25,34.5833,Solomon Debebe Hotel
1126,omboue,ga,75.45,scattered clouds,-1.5746,9.2618,Hotel Olako
1127,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1128,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1129,calbuco,cl,51.01,broken clouds,-41.768,-73.1273,Hotel Colonial
1130,marsh harbour,bs,75.09,clear sky,26.5412,-77.0636,Abaco Beach Resort
1131,talnakh,ru,27.21,light snow,69.4865,88.3972,Talnakh Hotel
1132,bambous virieux,mu,76.21,scattered clouds,-20.3428,57.7575,Casa Tia Villa
1133,anito,ph,79.02,scattered clouds,12.4497,125.2886,FELIPA LAODENIO PROPERTY
1134,yellowknife,ca,19.42,light snow,62.456,-114.3525,The Explorer Hotel
1135,san quintin,mx,62.02,few clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
1136,fairbanks,us,37.36,light snow,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
1137,lunglei,in,62.71,overcast clouds,22.8833,92.7333,Hotel Elite
1138,flinders,au,72.18,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
1140,georgetown,sh,79.47,overcast clouds,-7.9333,-14.4167,Scout's Beach Hut Campsite
1141,brae,gb,35.65,overcast clouds,60.3964,-1.353,Busta House Hotel
1142,torbay,ca,33.76,light snow,47.6666,-52.7314,Gallows Cove
1143,saint-philippe,re,76.59,moderate rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1144,clyde river,ca,-0.17,few clouds,70.4692,-68.5914,Qamaq Hotel
1145,mercedes,ar,64.63,broken clouds,-34.6515,-59.4307,Posada del Inti Centro
1146,tolaga bay,nz,65.93,broken clouds,-38.3667,178.3,Tolaga Bay Motel
1147,hamilton,bm,62.64,scattered clouds,32.2915,-64.778,Coco Reef Resort Bermuda
1148,beauvais,fr,48.63,overcast clouds,49.4167,2.0,LA GRANGE DE GEORGES
1149,loandjili,cg,75.31,few clouds,-4.7561,11.8578,Résidence ARCHANGE
1150,ayan,ru,19.22,overcast clouds,56.45,138.1667,Gostinitsa
1151,georgetown,sh,79.47,overcast clouds,-7.9333,-14.4167,Scout's Beach Hut Campsite
1152,cape town,za,63.01,scattered clouds,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
1153,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1154,santiago de las vegas,cu,78.42,few clouds,22.97,-82.3869,Bella Vista Miramar
1155,bluff,nz,60.37,clear sky,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1156,kapaa,us,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1157,vilcun,cl,54.34,scattered clouds,-38.65,-72.2333,"Rayen-Co, Rural Tourism"
1158,punta arenas,cl,44.71,broken clouds,-53.15,-70.9167,Hotel Hain
1159,sokoto,ng,77.5,clear sky,13.0609,5.239,Grand Ibro Hotel
1160,itupiranga,br,73.65,overcast clouds,-5.1347,-49.3267,Hotel Panorama
1161,mar del plata,ar,58.87,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
1162,tasiilaq,gl,26.76,overcast clouds,65.6145,-37.6368,The Red House
1163,avarua,ck,84.25,scattered clouds,-21.2078,-159.775,Paradise Inn
1164,gouyave,gd,77.77,few clouds,12.1646,-61.7296,Rumboat Retreat
1165,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1166,tepic,mx,83.7,clear sky,21.5,-104.9,Hotel Villa Las Rosas
1167,kununurra,au,80.58,broken clouds,-15.7667,128.7333,Hotel Kununurra
1168,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1169,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1170,hobyo,so,80.96,scattered clouds,5.3505,48.5268,Iftin hotel hobyo
1171,guican,co,52.16,overcast clouds,6.4618,-72.4113,Hotel Brisas del Nevado
1172,kimbe,pg,84.52,overcast clouds,-5.5502,150.1429,Kimbe Bay Hotel
1173,castro,cl,51.28,scattered clouds,-42.4721,-73.7732,Hotel Esmeralda
1174,yellowknife,ca,19.42,light snow,62.456,-114.3525,The Explorer Hotel
1175,kapaa,us,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1176,kruisfontein,za,61.88,overcast clouds,-34.0033,24.7314,Oyster Bay House Rental
1177,hilo,us,80.26,overcast clouds,19.7297,-155.09,Hilo Hawaiian Hotel
1178,huangchuan,cn,58.77,scattered clouds,32.1272,115.0394,Guangzhou International Hotel
1179,benguela,ao,74.88,broken clouds,-12.5763,13.4055,Hotel Praia Morena
1180,whitehorse,ca,41.02,broken clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
1181,wewak,pg,76.53,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
1182,machaneng,bw,67.6,clear sky,-23.1862,27.4886,Matswelo Hotel
1183,georgetown,sh,79.47,overcast clouds,-7.9333,-14.4167,Scout's Beach Hut Campsite
1184,port lincoln,au,63.43,broken clouds,-34.7333,135.8667,Port Lincoln Hotel
1185,souillac,mu,75.58,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1186,bredasdorp,za,61.25,broken clouds,-34.5322,20.0403,Bredasdorp Country Manor
1187,la rioja,ar,79.03,clear sky,-29.4111,-66.8507,Hotel Libertador
1188,bambous virieux,mu,76.21,scattered clouds,-20.3428,57.7575,Casa Tia Villa
1189,mattru,sl,78.13,broken clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
1190,bandarbeyla,so,79.05,scattered clouds,9.4942,50.8122,JABIR HOTEL
1191,mount pleasant,us,58.3,clear sky,32.7941,-79.8626,Best Western Patriots Point
1192,mahebourg,mu,75.49,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
1193,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1194,kilindoni,tz,82.49,light rain,-7.9139,39.6668,Bustani B&B
1195,carnarvon,au,71.67,scattered clouds,-24.8667,113.6333,Hospitality Carnarvon
1196,jamestown,sh,70.95,overcast clouds,-15.9387,-5.7168,Consulate
1197,bluff,nz,60.37,clear sky,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1198,okato,nz,66.69,overcast clouds,-39.2,173.8833,Stony River House
1199,potiskum,ng,72.57,scattered clouds,11.7091,11.0694,Tamir Hotel Ltd
1200,bethel,us,35.69,clear sky,41.3712,-73.414,Courtyard by Marriott Danbury
1201,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1202,hermanus,za,66.79,clear sky,-34.4187,19.2345,Misty Waves Boutique Hotel
1203,butaritari,ki,81.07,overcast clouds,3.0707,172.7902,Isles Sunset Lodge
1204,kodyma,ua,47.97,overcast clouds,48.0988,29.1246,"Hotel ""Kodyma"""
1205,alofi,nu,82.29,overcast clouds,-19.0595,-169.9187,Taloa Heights
1206,carnarvon,au,71.67,scattered clouds,-24.8667,113.6333,Hospitality Carnarvon
1208,esperance,au,62.44,overcast clouds,-33.8667,121.9,Hospitality Esperance
1209,chuy,uy,73.22,few clouds,-33.6971,-53.4616,Nuevo Hotel Plaza
1210,hobyo,so,80.96,scattered clouds,5.3505,48.5268,Iftin hotel hobyo
1211,caba,ph,79.93,broken clouds,16.4316,120.3446,Villa Navarro Beach Resort - Village
1212,hualmay,pe,71.33,few clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
1213,pevek,ru,-9.56,overcast clouds,69.7008,170.3133,Severnoye Zoloto
1214,avarua,ck,84.25,scattered clouds,-21.2078,-159.775,Paradise Inn
1215,lebu,cl,53.74,clear sky,-37.6167,-73.65,Hostal Las Lilas
1216,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1217,jamestown,sh,70.95,overcast clouds,-15.9387,-5.7168,Consulate
1219,port alfred,za,70.5,light rain,-33.5906,26.891,The Halyards Hotel
1220,port alfred,za,70.5,light rain,-33.5906,26.891,The Halyards Hotel
1221,buchanan,lr,79.9,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
1222,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1223,balkhash,kz,28.76,few clouds,46.844,74.9804,Family
1224,sao joao da barra,br,76.86,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
1225,kodiak,us,38.71,light rain,57.79,-152.4072,Best Western Kodiak Inn And Convention Center
1226,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1227,san patricio,mx,75.31,clear sky,19.2167,-104.7,Hotel Cabo Blanco
1228,bluff,nz,60.37,clear sky,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1229,punta arenas,cl,44.71,broken clouds,-53.15,-70.9167,Hotel Hain
1230,caldas novas,br,71.83,clear sky,-17.7417,-48.625,Best Western Suites Le Jardin Caldas Novas
1231,punta arenas,cl,44.71,broken clouds,-53.15,-70.9167,Hotel Hain
1232,puerto ayora,ec,79.56,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1233,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1234,busselton,au,66.16,broken clouds,-33.65,115.3333,Observatory Guest House
1236,havelock,us,51.78,clear sky,34.8791,-76.9013,Sherwood Motel
1237,erdemli,tr,59.76,broken clouds,36.605,34.3084,Sun Rice Otel
1239,longido,tz,66.09,broken clouds,-2.7333,36.6833,Longido Mountain Lodge
1240,atuona,pf,79.45,overcast clouds,-9.8,-139.0333,Villa Enata
1241,new norfolk,au,58.91,broken clouds,-42.7826,147.0587,The Shingles Riverside Cottages
1242,cherskiy,ru,3.96,overcast clouds,68.75,161.3,Gostinitsa
1243,kodiak,us,38.71,light rain,57.79,-152.4072,Best Western Kodiak Inn And Convention Center
1244,castro,cl,51.28,scattered clouds,-42.4721,-73.7732,Hotel Esmeralda
1245,barrow,us,-9.38,clear sky,71.2906,-156.7887,King Eider Inn
1246,bambous virieux,mu,76.21,scattered clouds,-20.3428,57.7575,Casa Tia Villa
1247,albany,au,64.83,overcast clouds,-35.0169,117.8917,Dog Rock Motel
1248,sitka,us,44.49,overcast clouds,57.0531,-135.33,Westmark Sitka
1249,praya,id,76.86,light rain,-8.7054,116.2704,Grand Royal B.I.L Lombok
1250,chulman,ru,9.88,overcast clouds,56.8479,124.9104,Gostinitsa
1251,hilo,us,80.26,overcast clouds,19.7297,-155.09,Hilo Hawaiian Hotel
1252,saint george,bm,62.38,scattered clouds,32.3817,-64.6781,The St George's Club & Resort
1253,jamestown,sh,70.95,overcast clouds,-15.9387,-5.7168,Consulate
1254,havoysund,no,30.43,light snow,70.9963,24.6622,Arctic View Glamping & Restaurant
1255,vaini,to,82.56,few clouds,-21.2,-175.2,Keleti Beach Resort
1256,coihaique,cl,45.21,few clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
1257,virginia beach,us,47.03,broken clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
1258,cherskiy,ru,3.96,overcast clouds,68.75,161.3,Gostinitsa
1259,honiara,sb,86.41,overcast clouds,-9.4333,159.95,Heritage Park Hotel
1260,mangan,in,67.6,overcast clouds,27.5167,88.5333,Hotel Mout View
1261,cherskiy,ru,3.96,overcast clouds,68.75,161.3,Gostinitsa
1262,punta arenas,cl,44.71,broken clouds,-53.15,-70.9167,Hotel Hain
1263,belogorsk,ru,21.27,clear sky,50.9158,128.4611,Gostinitsa Vostok 2000
1264,tasiilaq,gl,26.76,overcast clouds,65.6145,-37.6368,The Red House
1265,chapais,ca,19.18,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
1266,albany,au,64.83,overcast clouds,-35.0169,117.8917,Dog Rock Motel
1267,moose factory,ca,28.4,clear sky,51.2585,-80.6094,Moosonee Lilypad
1268,vaini,to,82.56,few clouds,-21.2,-175.2,Keleti Beach Resort
1269,butaritari,ki,81.07,overcast clouds,3.0707,172.7902,Isles Sunset Lodge
1270,thompson,ca,28.56,broken clouds,55.7435,-97.8558,Burntwood Hotel
1271,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1273,hobart,au,59.25,broken clouds,-42.8794,147.3294,St Ives Hobart Accommodation Tasmania
1274,georgetown,sh,79.47,overcast clouds,-7.9333,-14.4167,Scout's Beach Hut Campsite
1275,sampit,id,75.07,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
1277,hobart,au,59.25,broken clouds,-42.8794,147.3294,St Ives Hobart Accommodation Tasmania
1278,manokwari,id,79.65,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
1279,harbour breton,ca,33.03,light snow,47.4833,-55.7983,Southern Port Hotel
1280,khatanga,ru,-22.02,broken clouds,71.9667,102.5,"""Khatanga"""
1281,prince rupert,ca,53.69,scattered clouds,54.3161,-130.3201,Crest Hotel
1282,east london,za,74.26,broken clouds,-33.0153,27.9116,Tu Casa
1283,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1284,puerto ayora,ec,79.56,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1285,thompson,ca,28.56,broken clouds,55.7435,-97.8558,Burntwood Hotel
1286,punta arenas,cl,44.71,broken clouds,-53.15,-70.9167,Hotel Hain
1288,talnakh,ru,27.21,light snow,69.4865,88.3972,Talnakh Hotel
1289,constitucion,cl,58.64,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
1290,lerwick,gb,32.0,overcast clouds,60.1545,-1.1494,The Lerwick Hotel
1291,ipu,br,73.4,overcast clouds,-4.3222,-40.7108,Our hostel Corner
1292,barstow,us,72.59,clear sky,34.8986,-117.0228,"Motel 6 Barstow, CA"
1293,sakyla,fi,25.57,overcast clouds,61.0333,22.3333,Säterin Loma Oy
1294,hambantota,lk,78.82,clear sky,6.1241,81.1185,Bungalow 63
1295,puerto ayora,ec,79.56,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1296,bonavista,ca,31.48,snow,48.6499,-53.1147,Sweet Sharons bnb
1297,port hardy,ca,53.78,broken clouds,50.6996,-127.4199,Airport Inn-Port Hardy
1298,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1299,east london,za,74.26,broken clouds,-33.0153,27.9116,Tu Casa
1300,suluq,ly,56.12,broken clouds,31.6682,20.2521,ورشة الحضيري لاكترونات وخدمات النت
1301,college,us,37.35,light snow,64.8569,-147.8028,Pike's Waterfront Lodge
1303,port lincoln,au,63.43,broken clouds,-34.7333,135.8667,Port Lincoln Hotel
1304,vaini,to,82.56,few clouds,-21.2,-175.2,Keleti Beach Resort
1305,pisco,pe,68.05,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
1306,albany,au,64.83,overcast clouds,-35.0169,117.8917,Dog Rock Motel
1307,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1308,saint-prosper,ca,21.49,overcast clouds,46.2117,-70.4811,Residence Beau Séiour
1309,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1311,bredasdorp,za,61.25,broken clouds,-34.5322,20.0403,Bredasdorp Country Manor
1312,urumqi,cn,38.35,sand,43.801,87.6005,Hua Ling Grand Hotel Urumqi
1313,bandung,id,69.78,broken clouds,-6.9039,107.6186,Amaroossa Hotel
1314,new norfolk,au,58.91,broken clouds,-42.7826,147.0587,The Shingles Riverside Cottages
1315,busselton,au,66.16,broken clouds,-33.65,115.3333,Observatory Guest House
1316,norman wells,ca,12.24,light snow,65.282,-126.8329,Heritage Hotel
1317,saint-philippe,re,76.59,moderate rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1318,fairbanks,us,37.36,light snow,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
1319,bredasdorp,za,61.25,broken clouds,-34.5322,20.0403,Bredasdorp Country Manor
1320,port hawkesbury,ca,31.59,light snow,45.6169,-61.3485,MacKenzie House Tourist Home B&B
1321,busselton,au,66.16,broken clouds,-33.65,115.3333,Observatory Guest House
1322,aktau,kz,43.38,few clouds,43.65,51.2,Silk Way Hotel
1323,padang,id,74.52,few clouds,-0.9492,100.3543,Mercure Padang
1325,caravelas,br,76.57,scattered clouds,-17.7125,-39.2481,Pousada dos Navegantes
1326,lebu,cl,53.74,clear sky,-37.6167,-73.65,Hostal Las Lilas
1327,ahipara,nz,74.14,clear sky,-35.1667,173.1667,Ahipara Holiday Park
1328,northam,au,66.52,overcast clouds,-31.6667,116.6667,Northam Motel
1329,vaini,to,82.56,few clouds,-21.2,-175.2,Keleti Beach Resort
1330,shitanjing,cn,39.79,few clouds,39.2342,106.3439,Yingbin Hotel
1331,vangaindrano,mg,71.65,moderate rain,-23.35,47.6,Hotel Fanilo
1333,lebu,cl,53.74,clear sky,-37.6167,-73.65,Hostal Las Lilas
1334,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1335,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1336,felipe carrillo puerto,mx,82.06,scattered clouds,19.5833,-88.05,Hotel La Ceiba
1337,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1338,esperance,au,62.44,overcast clouds,-33.8667,121.9,Hospitality Esperance
1339,rikitea,pf,78.31,broken clouds,-23.1203,-134.9692,People ThankYou
1340,bredasdorp,za,61.25,broken clouds,-34.5322,20.0403,Bredasdorp Country Manor
1341,cabo san lucas,mx,79.61,scattered clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
1342,vaini,to,82.56,few clouds,-21.2,-175.2,Keleti Beach Resort
1343,kamaishi,jp,50.36,clear sky,39.2667,141.8833,Hotel Route Inn Kamaishi
1344,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1345,chilca,pe,69.57,moderate rain,-12.5211,-76.7372,Playa Punta Yaya - Las Salinas
1346,khatanga,ru,-22.02,broken clouds,71.9667,102.5,"""Khatanga"""
1347,albany,au,64.83,overcast clouds,-35.0169,117.8917,Dog Rock Motel
1348,bucerias,mx,76.98,clear sky,20.75,-105.3333,Royal Decameron Complex - Puerto Vallarta
1349,punta arenas,cl,44.71,broken clouds,-53.15,-70.9167,Hotel Hain
1350,barrow,us,-9.38,clear sky,71.2906,-156.7887,King Eider Inn
1352,paamiut,gl,24.51,few clouds,61.994,-49.6678,Pistut
1353,kavaratti,in,82.58,few clouds,10.5669,72.642,Hotels in Lakshadweep Islands
1354,klaksvik,fo,31.12,overcast clouds,62.2266,-6.589,Airbnb rooms
1355,ilulissat,gl,18.88,broken clouds,69.2167,-51.1,Hotel Arctic
1356,mar del plata,ar,58.87,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
1357,greve strand,dk,33.78,scattered clouds,55.5834,12.2999,Zleep Hotel Ishøj
1358,kenai,us,46.49,overcast clouds,60.5544,-151.2583,Aspen Extended Stay Suites
1359,hilo,us,80.26,overcast clouds,19.7297,-155.09,Hilo Hawaiian Hotel
1360,port keats,au,83.91,overcast clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
1361,georgetown,sh,79.47,overcast clouds,-7.9333,-14.4167,Scout's Beach Hut Campsite
1362,gudari,in,75.29,clear sky,19.35,83.7833,Hotel maa majhigouri
1363,kavieng,pg,83.84,scattered clouds,-2.5744,150.7967,Nusa Island Retreat
1364,avarua,ck,84.25,scattered clouds,-21.2078,-159.775,Paradise Inn
1365,carnarvon,au,71.67,scattered clouds,-24.8667,113.6333,Hospitality Carnarvon
1367,byron bay,au,68.94,light rain,-28.65,153.6167,Backpackers Inn
1368,santa cruz,cr,89.96,broken clouds,10.2605,-85.5851,Hotel Diria
1369,ushuaia,ar,44.22,scattered clouds,-54.8,-68.3,Albatross Hotel
1370,hobart,au,59.25,broken clouds,-42.8794,147.3294,St Ives Hobart Accommodation Tasmania
1371,mar del plata,ar,58.87,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
1372,east london,za,74.26,broken clouds,-33.0153,27.9116,Tu Casa
1373,bengkulu,id,75.18,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
1374,portland,au,61.68,broken clouds,-38.3333,141.6,Portland Holiday Village
1375,islamkot,pk,72.9,clear sky,24.6997,70.177,Haji Hotel
1376,katsuura,jp,55.42,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
1377,luganville,vu,82.04,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
1379,roald,no,34.75,scattered clouds,62.5833,6.1333,Flem Cabins
1380,camacha,pt,58.42,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
1381,norman wells,ca,12.24,light snow,65.282,-126.8329,Heritage Hotel
1382,jamestown,sh,70.95,overcast clouds,-15.9387,-5.7168,Consulate
1383,esperance,au,62.44,overcast clouds,-33.8667,121.9,Hospitality Esperance
1384,albany,au,64.83,overcast clouds,-35.0169,117.8917,Dog Rock Motel
